,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,albumName,albumID
12285,Hiroaki Tsutsumi,"And Test,Test,And Test Some More",119666,2021-11-24 18:16:00,0.398,0.642,7,-10.907,0,0.0338,0.0366,0.0378,0.331,0.136,164.911,3BsEeMIYk3op0rvu9h4HGf,4,TVアニメ「Dr.STONE」オリジナルサウンドトラック,7rphokb5ngFoll2nGwvcEY
12288,小畑貴裕,The Promised Neverland Main Theme1,357146,2021-11-24 18:31:00,0.402,0.729,10,-8.68,0,0.0435,0.129,0.801,0.0801,0.301,112.024,6N7razwhQALfBBRq7YQQLu,4,約束のネバーランド Season1 Original Soundtrack,6yN3OuEpq0YkHK21VDQJKb
12289,Yutaka Yamada,火種,282320,2021-11-24 18:36:00,0.134,0.39,1,-11.0,0,0.0369,0.438,0.908,0.0764,0.0468,99.405,3ukMwOJw0jScV5SvcaS4WG,1,「ヴィンランド・サガ」オリジナル・サウンドトラック,2OTjy0OveEEJkcf0sSbhkX
12296,Yuki Hayashi,Hero too-1,252552,2021-11-25 03:41:00,0.45,0.945,1,-7.862,0,0.0391,0.000164,0.795,0.222,0.682,97.525,3PZbtQjzkCNHxrxo28In12,4,TVアニメ『僕のヒーローアカデミア』4th オリジナルサウンドトラック,3fP7fyirRDwFu9NhR4GSnE
12298,Maroon 5,Payphone,231173,2021-11-25 10:28:00,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,1XGmzt0PVuFgQYYnV2It7A,4,Overexposed Track By Track,6ijGiBcBfUwkoyHn5VUHU2
12301,Hiroyuki Sawano,Son 2 Sea Ver,9060,2021-11-25 11:10:00,0.576,0.803,4,-8.209,0,0.0458,0.00482,0.818,0.105,0.244,92.987,6SiRHyoIMO9QfAsHcp11Nv,4,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",0jNwqmKIwudqqbMJRRtzQb
12303,Jeremy Ng,"Otouto Mitai na Sonzai (From ""Your Lie In April"")",165268,2021-11-25 11:13:00,0.295,0.0945,3,-20.794,1,0.0474,0.949,0.916,0.114,0.0786,136.392,7kaSmwMQG9xngCnssgPJY2,4,Anime Piano: Shining in the Sky,643kxxjS5xPkzD4bR9vUn2
12304,Crescent Sun,Deidara's Theme,153000,2021-11-25 11:19:00,0.392,0.445,2,-13.619,1,0.0385,0.0522,0.935,0.0932,0.197,139.943,12ij9C8Ri3HNwQiJFSQMYO,4,Deidara's Theme,19nZg5nrzKCKsI615uwYIX
12306,吉野裕司,人と異教の神々,353881,2021-11-25 11:28:00,0.18,0.0836,9,-18.97,0,0.0356,0.965,0.116,0.152,0.0391,79.96,6NEEb2WwqlRQGS3HuBiIjp,3,「狼と香辛料 II」O.S.T. 狼と「幸せであり続ける物語」の音楽,7g7H5RW5ofL6IHj37POwBH
12307,Aku,Hinata vs Neji,193379,2021-11-25 11:56:00,0.478,0.317,7,-12.292,0,0.027,0.736,0.284,0.117,0.162,74.007,00lfW42eo6QRfTnU5cddYd,4,Hinata vs Neji,69S06iJDMt1W9aElzpaLQg
12325,Vicetone,Walk Thru Fire,194482,2021-11-26 21:18:00,0.639,0.664,5,-4.926,1,0.0357,0.329,1.53e-06,0.382,0.351,116.028,2wQ411UQL2MRsdAgPRUstT,4,Walk Thru Fire,19cloFhfD0cKbMEzUAxugB
12329,Sam Feldt,Pick Me Up,174100,2021-11-26 21:28:00,0.688,0.662,6,-5.57,1,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,6VYIVgVqEIwzRwpJz5rMa4,4,Pick Me Up,3T9hIEz1oe5vAOy4nU8Vk0
12330,Axel Johansson,Wonderland,132648,2021-11-26 21:37:00,0.455,0.671,9,-5.524,1,0.097,0.278,6.35e-06,0.143,0.342,176.074,4KpdGvyht63Jj9KnZbCpBX,4,Wonderland,7jau6Dtton1Sg3QRa7B4oE
12331,John De Sohn,Lovers For The Weekend,140210,2021-11-26 22:03:00,0.571,0.775,3,-8.608,1,0.0477,0.00527,8.99e-06,0.156,0.384,105.951,7FvfODgUxsxQNDaYDEboIL,4,Lovers For The Weekend,6gMlVQ70OywEXRg9QXh5qz
12334,Bruno Major,Nothing,82829,2021-11-27 06:29:00,0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,2IAR0DziHCjSu16gR4ihvy,3,To Let A Good Thing Die,5ON0EY1YuVEJPwj17yYtwO
12335,Majid Jordan,Summer Rain,200133,2021-11-27 06:33:00,0.705,0.727,8,-4.524,0,0.0386,0.0341,1.03e-05,0.428,0.762,120.031,5f8XRR4GHscONHDFK6XyUp,4,Wildest Dreams,5kHmg5RnlHYbArvbVylojB
12336,Jitwam,Feel Good,174157,2021-11-27 06:36:00,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,0Ev562zA4pmUsBqjxsxxdx,4,Feel Good (feat. Daya),1fP5UnRB0WNWNHSZRHsRCR
12337,Don Diablo,Tears For Later,38459,2021-11-27 06:39:00,0.633,0.866,1,-3.694,1,0.149,0.0246,0.001,0.0904,0.161,95.059,0qLCGr3tEqsvk5FfHU2XqV,4,Tears For Later,79k3hCGte01bmCcvPDEdwO
12338,Chasing Mirrors,Narukami,166000,2021-11-27 06:46:00,0.431,0.822,2,-9.572,1,0.0473,5.82e-05,0.956,0.216,0.372,119.996,5gmmizelAYmmAV2exbSafi,4,Hokage's Rising II,0dYXLPxOZksX9mTLgIdaHr
12339,R A Y,Despair,120875,2021-11-27 07:05:00,0.596,0.501,4,-5.648,0,0.0526,0.36,0.953,0.0855,0.0596,137.306,3J0JI3z45EuEW5cVIxw9cO,4,Chapter IV,48J9LatUbTZp6ZN9k51yfq
12340,Alexander Rosskopf,Burial,264687,2021-11-27 07:13:00,0.234,0.205,11,-16.612,0,0.0319,0.834,0.935,0.0794,0.0426,80.828,63iGazJuKr4wfUe6wSnB2o,4,Burial,6G88plbN5sjHsgEXgKPZ1p
12341,Yuki Hayashi,コンセプトの戦い,242506,2021-11-27 07:17:00,0.423,0.961,2,-4.312,0,0.0617,3.78e-05,0.892,0.116,0.419,94.992,4ZRvNs46kXBjKJOl74tKZm,4,TVアニメ『ハイキュー!! 烏野高校 V S白鳥沢学園高校』オリジナル・サウンドトラック,7iODUgHHgyeo4fkH9E0w4Q
12342,Dai,You,214845,2021-11-27 07:23:00,0.463,0.458,9,-6.705,1,0.0422,0.776,5.47e-05,0.544,0.593,110.052,52INmBPUsLUQ6to3WnGWUm,4,You,2jjveyg1Fb0Pf6wfnTOGg4
12343,Toshio Masuda,嗚呼、師弟愛,195106,2021-11-27 07:26:00,0.507,0.42,11,-9.749,0,0.0305,0.137,0.91,0.366,0.162,139.87,3PyvK4QlA5vHoDcllGlmNI,3,NARUTO -ナルト- オリジナルサウンドトラック Ⅲ,1HObVU42QE1DcypM59MBFS
12345,Masakatsu Takagi,The Beast Festivities,162826,2021-11-27 07:37:00,0.333,0.449,10,-12.659,1,0.123,0.642,0.963,0.108,0.29,158.818,609QeFudpDFTVqMalOqGx8,4,The Boy and The Beast (Original Soundtrack Album),7Ahkr6PnLvSmrwJugM4Bue
12346,Aku,The Raising Fighting Spirit,9853,2021-11-27 07:43:00,0.615,0.878,4,-7.315,0,0.075,0.000164,0.87,0.0944,0.415,104.941,0f66i3aNPPvY8Fg4xARmkA,3,The Raising Fighting Spirit,5inERrBnmlctrNVXaJ9hzU
12347,梶浦 由記,a tender feeling,127213,2021-11-27 07:50:00,0.252,0.0757,9,-20.244,1,0.0418,0.979,0.783,0.076,0.138,139.418,4qGRptIf2ok9nHdDH6VwzW,3,ソードアート・オンライン ミュージックコレクション,7t3It6EP6isk5ZpBKgupYZ
12348,Evan Call,To The Ends of Our World,50283,2021-11-27 08:01:00,0.611,0.275,7,-13.617,1,0.0359,0.971,0.844,0.107,0.418,118.855,4bxopmFSPT1QsaJYshb8n7,4,VIOLET EVERGARDEN: Automemories,1RITWu5USu7lcphTyWh6FY
12349,Chasing Mirrors,Komeroshi,175135,2021-11-27 08:29:00,0.495,0.358,3,-16.56,0,0.0331,0.961,0.921,0.13,0.286,148.108,2VBaTcJ882fyDWxOZpqspb,4,Shoganai,2q9YPJuiTJe5CXhiZYnbgI
12351,halca,センチメンタルクライシス instrumental,244240,2021-11-27 08:42:00,0.47,0.883,7,-5.277,1,0.0502,0.000202,0.824,0.0619,0.59,166.944,0AZVy9x7Hcc2KtFDjkJXno,4,センチメンタルクライシス,3U5y4KAvnX8qgsjZYkpfvq
12352,Yuki Hayashi,進化,175000,2021-11-27 08:45:00,0.389,0.451,0,-11.641,1,0.0308,0.132,0.934,0.0981,0.194,84.863,4DRekX1RLo64233HPnQzhW,4,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック 2,6f7ewU8BNZaeqfN899iutk
12353,大原ゆい子,ゼロセンチメートル - Instrumental,246600,2021-11-27 08:50:00,0.395,0.488,3,-10.925,1,0.0384,0.775,0.887,0.308,0.188,113.381,1Z9NkxvIgy7o7WFBuf9Vlh,5,ゼロセンチメートル (アニメ盤),6McHWyYc2zOcMIz00mrr5z
12354,Crescent Sun,Senya,128958,2021-11-27 08:57:00,0.368,0.401,5,-11.345,1,0.0286,0.0326,0.696,0.116,0.0374,143.951,1QWYmz74YzgWX1nfBFqdiM,3,Senya,719QQkBk8gZlwab0mlLy0T
12355,Yasuharu Takanashi,Fairy Tail Main Theme - Slow ver.,154613,2021-11-27 08:59:00,0.179,0.421,5,-7.51,1,0.0347,0.0636,0.752,0.201,0.049,76.853,1ADsAp80fs3TVEkRnqfJje,3,"""Fairy Tail"" Original Soundtrack Vol.1",5SZKUWakunPJRuseVjCsv0
12356,Evan Call,One Last Message,190600,2021-11-27 09:02:00,0.145,0.0628,2,-19.489,1,0.0429,0.936,0.835,0.108,0.0706,76.649,1esO6xOqA0ZwNYmRoSbs0A,1,VIOLET EVERGARDEN: Automemories,1RITWu5USu7lcphTyWh6FY
12357,Yuki Hayashi,試合を重ねるたびに,129506,2021-11-27 09:07:00,0.542,0.232,7,-14.007,1,0.026,0.862,0.853,0.126,0.296,104.966,1H7NV8biuaQqXS5yxBs0XX,4,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック,5i5tqedwi7y2ebLEdXCBE7
12358,R A Y,Hyouhaku,9950,2021-11-27 09:08:00,0.34,0.233,7,-8.092,1,0.0428,0.571,0.698,0.085,0.213,171.649,5x42CjqVuWJ4HALw5N0FNl,4,Chapter V,1MeuOC5pbK1Nz0JPEeBl5j
12359,Crescent Sun,Tragic,150857,2021-11-27 09:10:00,0.127,0.526,4,-13.426,0,0.045,0.125,0.977,0.372,0.076,78.837,3kP9bED0adtyqqTmQYmOYn,5,Tragic,1FhDSdX8UVR5WcukFTXbLA
12360,Crescent Sun,Orochimaru's Theme,38362,2021-11-27 09:11:00,0.249,0.363,5,-14.815,1,0.0341,0.000239,0.864,0.103,0.0397,79.969,3MdkYclEBIHKb1OGsSKdfN,4,Orochimaru's Theme,6wnSL0hXUtSSCSqM1JAdg3
12384,Samuel Kim,Zenitsu Theme V2 (Thunder Clap and Flash!),118735,2021-11-27 21:18:00,0.507,0.803,0,-6.978,0,0.0695,0.00632,0.877,0.0693,0.202,116.896,5Wt0gIt7RrXz5mJj5pslLC,4,Demon Slayer: Epic Collection,2oSINqzBd1jlk9KPRWxkf6
12385,Samuel Kim,Inosuke Theme,1684,2021-11-27 21:20:00,0.239,0.874,9,-6.87,0,0.0729,0.0149,0.928,0.168,0.183,131.898,2F7ZYiNaSAEXgD6xKprZQL,4,Demon Slayer: Epic Collection,2oSINqzBd1jlk9KPRWxkf6
12386,Samuel Kim,Rengoku vs Akaza Final Fight Theme,5107,2021-11-27 21:20:00,0.312,0.931,9,-7.468,0,0.279,0.00064,0.689,0.216,0.0387,128.023,2jGhoZ8bVYCCpdsajK8Xjm,4,Demon Slayer: Epic Collection,2oSINqzBd1jlk9KPRWxkf6
12387,Samuel Kim,Akaza vs Rengoku Theme,2493,2021-11-27 21:20:00,0.395,0.757,7,-6.053,1,0.0403,0.000567,0.884,0.0865,0.277,92.95,0cm5HNoYEygzyVZetb9yho,4,Demon Slayer: Epic Collection,2oSINqzBd1jlk9KPRWxkf6
12388,"give me your rain,",natsuhiboshi,101730,2021-11-27 21:22:00,0.487,0.374,9,-16.96,0,0.0714,0.979,0.953,0.106,0.35,79.24,5Sxn1TLxNomnpK4dlq48tE,4,natsuhiboshi,0QDJXQztWZjdPuaFFyemtu
12389,阿保 剛,Believe me,124520,2021-11-27 21:27:00,0.577,0.0854,5,-20.977,0,0.043,0.978,0.943,0.0687,0.453,69.652,6iQ5SqqY4uFECbwLKDp6Ie,5,STEINS;GATE Original Soundtrack,2umS0pLz0t9Uko3X2X928C
12390,Yasuharu Takanashi,Dragon Slayer,8854,2021-11-27 21:29:00,0.331,0.809,9,-4.633,1,0.0438,6.83e-06,0.49,0.141,0.149,110.163,66rznC5oKL5eAmwj9Wzipc,3,"""Fairy Tail"" Original Soundtrack Vol.1",5SZKUWakunPJRuseVjCsv0
12391,Masakatsu Takagi,Kito Kito - Dance of Your Nature,104145,2021-11-27 21:47:00,0.346,0.336,2,-14.038,1,0.0293,0.934,0.946,0.0739,0.252,91.675,2USTbyR31nUvf1LCLRdIf7,4,Wolf Children (Original Motion Picture Soundtrack),3vZyva1XWxRbf0wq4MsU8q
12392,Sakon,Gaara's Childhood Theme,39150,2021-11-28 16:58:00,0.571,0.277,9,-9.035,0,0.0372,0.978,0.889,0.0786,0.238,76.022,1P8AsTEPoLfEIH2vtacEYm,4,Gaara's Childhood Theme,1yJriMKyJX67m8GF3m9ZPg
12393,Yoshihisa Hirano,奇術師のバイレ,4830,2021-11-28 16:58:00,0.734,0.724,7,-11.339,0,0.0398,0.679,0.842,0.258,0.85,116.982,27kGlAZVLGtgbWSuCbxXge,3,TVアニメ「HUNTER×HUNTER」オリジナル・サウンドトラック,2Dw87Ob66XprXiHKbhifJB
12415,Prateek Kuhad,Tune Kaha,216885,2021-11-28 18:51:00,0.362,0.763,3,-8.514,1,0.0589,0.015,0.00481,0.237,0.431,187.291,1gWtHDe403RuyZqhvSRcv8,4,Tune Kaha,1sXF26ED1bQT76rFEvPwaP
12416,Pritam,Darasal,274354,2021-11-28 19:03:00,0.705,0.422,0,-7.375,1,0.0299,0.793,0.0,0.0895,0.484,117.949,3OZLwCFeWOCFHTlIIrwzmO,4,Raabta,05U9YwErzcnF0PmyPalDo5
12417,Dream Note,Hata Diye,70673,2021-11-28 19:08:00,0.578,0.388,5,-14.232,1,0.0262,0.467,0.00122,0.109,0.286,105.001,3OQ3iWG9bBlSWdok8rmuI2,4,Girgit Damroo And The Good Trip,3fFaEakmRC9kp7UxSz7VMQ
12418,Jasleen Royal,Sang Rahiyo (feat. Ranveer Allahbadia),10440,2021-11-28 19:09:00,0.634,0.498,10,-11.503,1,0.0248,0.814,0.000294,0.0561,0.434,94.022,6rxTqUH90IfxJBc1dNgpLB,4,Sang Rahiyo (feat. Ranveer Allahbadia),3DSvZRn5pgIBD5rERldCRp
12421,The 1975,Jesus Christ 2005 God Bless America,108060,2021-11-28 19:14:00,0.525,0.286,2,-15.92,1,0.0347,0.879,0.00799,0.334,0.574,78.945,6zjBevD0Y6eCbOXaqQ79Xj,4,Notes On A Conditional Form,0o5xjCboti8vXhdoUG9LYi
12424,Isaac Dunbar,"love, or the lack thereof",187800,2021-11-28 22:05:00,0.686,0.677,1,-7.064,1,0.162,0.153,0.0,0.0906,0.365,114.988,2E1eJCNpEniIB1NsDqyGzR,4,evil twin,0veq4sEuFjopH21yI3u7QH
12425,John K,if we never met - remix,186594,2021-11-28 22:09:00,0.927,0.573,8,-5.804,1,0.0491,0.0339,0.000179,0.1,0.767,114.994,0o6NlHNV7Tet6yh9BC6BGd,4,if we never met (remix),1iCPJ4fkyZ5yvIWSqA4ajE
12426,Adele,Easy On Me,101119,2021-11-28 22:10:00,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,0gplL1WMoJ6iYaPgMCL0gX,4,Easy On Me,224jZ4sUX7OhAuMwaxp86S
12433,Julia Michaels,If You Need Me,2331,2021-11-28 22:30:00,0.483,0.766,0,-6.894,0,0.0846,0.423,0.0,0.0985,0.552,147.701,3dqcHUPGMQD5baOC5Ylp7L,4,If You Need Me,4eeHl4rHfVSo0IDTSZ2ECq
12439,Imagine Dragons,Not Today,944,2021-11-29 06:03:00,0.462,0.387,0,-7.401,1,0.0292,0.567,0.0,0.164,0.0428,122.698,4kDTvLhGF29gFsqceuxBSC,4,Me Before You (Original Motion Picture Soundtrack),3WT1mEcabGFCvUWpeN5dtq
12486,Craig David,I Know You (feat. Bastille) - Vigiland Remix,161000,2021-11-30 19:23:00,0.674,0.471,9,-8.199,1,0.0719,0.0946,0.0,0.22,0.219,127.963,1byydVLDAt7An5Pk3SuL5j,4,I Know You (Remixes) (feat. Bastille),2WhixOxit7FV5fyM3XQTwo
12494,LANY,anything 4 u,155457,2021-12-01 16:24:00,0.568,0.561,10,-7.992,1,0.0521,0.138,2.51e-06,0.103,0.465,146.972,0Aii1ZdrQwkas2lrRFz6ZY,4,mama's boy,6tmSIFaEjxAtuYwPq9FaFP
12499,Bobu Sama,Homura (Demon Slayer),117653,2021-12-01 16:40:00,0.382,0.296,2,-13.573,1,0.0446,0.863,0.682,0.0998,0.308,71.688,4lJVhFmkz2HjFhpWherlgR,4,Anime Guitar Compilation,3807D3aCRiHgLFrpi6pB69
12500,R A Y,Rainy Day,126726,2021-12-01 16:45:00,0.0737,0.193,2,-20.745,1,0.0414,0.95,0.938,0.111,0.0386,177.134,1aKUl7iukQPgUqNbe2Sx2B,4,Finding Harmony,1Pia0AR0qSg8ly6dttcjSt
12501,Hiroshi Takaki,Hanako Main Theme,118893,2021-12-01 16:47:00,0.351,0.272,5,-13.172,1,0.0279,0.0861,0.000344,0.175,0.067,95.877,1u7RWMkz7rIBVr9Nke8rcc,4,"Anime "" Jibaku Shonen Hanako Kun "" Original Soundtrack",1BsHKAiyt0hvwAzK4kGNxf
12502,Hiroyuki Sawano,Apetitan,331653,2021-12-01 16:58:00,0.196,0.737,11,-8.961,0,0.0728,0.00153,0.745,0.0865,0.0898,96.138,3115D00LQjPPbLqfeuEWES,3,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",0jNwqmKIwudqqbMJRRtzQb
12503,Alexander Rosskopf,Kabuto,106600,2021-12-01 17:02:00,0.479,0.154,9,-20.312,0,0.0334,0.94,0.632,0.0858,0.0378,75.999,2XmZz01Cno5GgrwHFINR9v,4,Kabuto,1tTEVqI7FqdyCRKTUD7t4G
12504,Yuki Hayashi,デクとオールマイトの秘密,115533,2021-12-01 17:06:00,0.389,0.326,2,-15.692,0,0.0451,0.35,0.961,0.118,0.16,74.749,5lQrfW1k4avf3shhXIM48m,4,『僕のヒーローアカデミア』2018 オリジナルサウンドトラック,09rMYCfyxxknNP9NmrqmNw
12505,Yuki Hayashi,Jet Set Run,225693,2021-12-01 17:10:00,0.255,0.943,7,-5.586,0,0.174,0.000669,0.933,0.222,0.276,179.999,7L7XzsEDNRGgVsAixpiba4,4,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック,2gHjS3AtDHtuwLnZT5Ks4E
12506,Yuki Hayashi,A VS B,68020,2021-12-01 17:13:00,0.549,0.847,9,-8.623,1,0.0574,7.46e-05,0.776,0.0925,0.442,130.036,4HWNvBErduUSaE7oOys1mE,4,TVアニメ『僕のヒーローアカデミア』5th オリジナルサウンドトラック,2NmWnTqP3ik0GI2pDhWSPS
12510,benny blanco,Eastside (with Halsey & Khalid),60,2021-12-01 17:18:00,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,0d2iYfpKoM0QCKvcLCkBao,4,Eastside (with Halsey & Khalid),7pkLXlFdpQDfmHujT2AbBK
12514,The Lumineers,My Eyes,1160,2021-12-01 17:18:00,0.435,0.309,4,-8.337,1,0.0309,0.852,2.63e-05,0.113,0.0831,93.871,152gojU2OybLt7D4mOdpSJ,3,Cleopatra,5y1YWb4OONEGbxZQLRNUwO
12520,Yuki Hayashi,Nabu Island,18741,2021-12-01 19:24:00,0.552,0.498,9,-9.261,1,0.0265,0.221,0.853,0.183,0.682,169.933,1aOYE2DuzV0GXwxSroIlbV,4,My Hero Academia: Heroes Rising (Original Motion Picture Soundtrack),2SOxXWhi3EzFeaf2xnBwgk
12521,Mr. Probz,Waves - Robin Schulz Radio Edit,2543,2021-12-01 21:18:00,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,1HFfMOxCAT4GAwaPfCdmUs,4,Waves (Robin Schulz Radio Edit),29RpLEpfNr1mnrnmtbO620
12527,Imagine Dragons,Monster,23,2021-12-01 21:18:00,0.483,0.768,3,-5.431,1,0.0732,0.209,0.000646,0.103,0.405,179.957,4uyDe8SeM0Nsgzp9KMtXWn,4,,
12530,Arijit Singh,Kanulanu Thaake,1072,2021-12-01 21:21:00,0.727,0.605,1,-7.008,1,0.0348,0.572,0.000411,0.117,0.7,95.014,4IoL5eSdPTk44UjQf0fk4m,4,Manam,2FqMc3pSul2960B7WyO4hl
12531,Chinmayi,Yenti Yenti,0,2021-12-01 21:21:00,0.742,0.541,2,-6.735,1,0.0455,0.223,0.000208,0.0888,0.48,75.021,7tyNbBsDOWmyLV3bWAmqQt,4,Expectional Music Of Gopi Sundar,2YjU5LftLFtIiKDLa7cJ33
12532,BTS,Spring Day,21602,2021-12-01 21:21:00,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,2j1fFjWHCI9KJSwcuYAOyF,4,You Never Walk Alone,6THpewjqJ15ORBJkh5CEYb
12536,Padmalatha,Choosa Choosa,49176,2021-12-01 21:21:00,0.633,0.879,2,-5.136,0,0.0559,0.0172,6.46e-06,0.207,0.523,89.993,0iIvZ25h16B9DhjptYp8hK,4,Dhruva,2mutIulE85wKAHrrP0oCuM
12538,Stray Kids,The Tortoise and the Hare,14265,2021-12-01 21:22:00,0.674,0.854,11,-7.784,0,0.129,0.0603,0.16,0.268,0.176,154.072,1Zv6xilw5El5P6frlNnYcH,4,IN LIFE,0aERWcI2KYSCM4biUihB9X
12539,Calum Scott,If Our Love Is Wrong,125968,2021-12-01 21:25:00,0.412,0.523,7,-5.571,0,0.0337,0.0673,0.0,0.0858,0.0395,151.703,0bhBfW4mSRLILc32S4KugQ,4,Only Human (Deluxe),6Vip5A5NmEazvKuxj6GLYf
12543,Pusher,Clear - Shawn Wasabi Remix,1354,2021-12-02 05:26:00,0.79,0.939,6,-1.802,0,0.0571,0.549,0.218,0.636,0.403,102.044,1AP7yzd4qSdKVcupPC827R,4,Clear,3LpfB9oslcNreI52eSrkMo
12544,CLMD,DANCE,1007,2021-12-02 05:26:00,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,6TfeXwJihJRuBW3mFpib6J,4,DANCE,4YIOg7I2h6ISBGXijrVtLi
12545,Alesso,Going Dumb,2348,2021-12-02 05:26:00,0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995,7arsXR8AtExnOFN3v3HiJI,4,Going Dumb,5IMZvYqklgYzabWtgtD74l
12560,Disco Fries,Reckless - Kapre Remix,195937,2021-12-02 17:35:00,0.537,0.825,0,-5.649,1,0.0645,0.0186,0.0,0.349,0.427,126.081,2Y7nUXAgEywijajhTHJhSy,4,Reckless (Remixes),5eSft75UMsQK5Gm3Tkoo3o
12562,Vicetone,No Rest,209298,2021-12-02 17:40:00,0.625,0.76,3,-3.355,0,0.032,0.293,0.0,0.0603,0.633,122.98,3dDLEwHUOwLQ3Mdl6aNPt2,4,Legacy,6NnwmqK1adZp3yXObpoD0W
12563,Lucas & Steve,Letters,2260,2021-12-02 17:44:00,0.634,0.771,7,-7.727,1,0.0394,0.00855,0.0,0.29,0.575,121.984,21te7Pz3VowOuFho1nfdR0,4,Letters To Remember,5ewnC9DmcClqT2cqKvvNCe
12565,Lucas & Steve,I Want It All,550,2021-12-02 17:44:00,0.612,0.726,1,-5.934,1,0.036,0.0374,2e-06,0.105,0.478,119.964,3oSCJeOl0XjcpNcigO9vj7,4,Letters To Remember,5ewnC9DmcClqT2cqKvvNCe
12566,Quintino,Coming Home,191250,2021-12-02 17:47:00,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,6Iocm6VMu6bVNYwiDoyQFW,4,Last Train To Paris,2psjRixnoePs8ZqE8cuU5Z
12567,Smith & Thell,Hotel Walls,206493,2021-12-02 17:50:00,0.523,0.706,11,-8.25,1,0.0514,0.0102,1.18e-06,0.093,0.271,141.908,0Qn1TA2a7EIcSPc2X1xXmu,4,Pixie's Parasol,6esgSdtyo3SIs0AGlaxSuA
12568,Smith & Thell,Goliath,104376,2021-12-02 17:56:00,0.527,0.821,9,-6.912,1,0.0504,0.000379,1.86e-06,0.0673,0.471,127.968,0tS0QcV7V4vxoq2jUXMRI1,4,Pixie's Parasol,6esgSdtyo3SIs0AGlaxSuA
12569,Taylor Swift,Paper Rings,222400,2021-12-02 18:00:00,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4y5bvROuBDPr5fuwXbIBZR,4,Lover,1NAmidJlEaVgA3MpcPFYGq
12570,Chase Atlantic,Church,160932,2021-12-02 18:19:00,0.556,0.824,5,-4.539,0,0.0548,0.0109,0.0,0.112,0.292,112.99,7bbYT48HWWIbL3YKmtMNzn,4,Part One,5TxFJxig3GYqMq6oroffmA
12575,The Script,Flares,229320,2021-12-02 19:59:00,0.348,0.351,0,-9.883,0,0.0344,0.408,0.0,0.055,0.0661,164.054,3mTEYjm3kIm4YzJ5zxJZjs,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
12589,The Night Game,Die A Little,264306,2021-12-03 09:08:00,0.688,0.798,5,-5.545,0,0.0323,0.116,0.0116,0.0934,0.481,137.48,0WNwGWv51cVs1Vvd384Dxk,4,The Night Game,09Ft4FmAcy8CnuNoy9JbJN
12590,The Midnight,Dream Away - Instrumental,219000,2021-12-03 09:12:00,0.683,0.41,7,-10.732,0,0.101,0.136,0.0166,0.935,0.0952,95.038,6ldPygcSzfIdRID1808vS2,4,Monsters (The Instrumentals),4T1DQuMCxWUN8ljrRDnyCt
12591,Young Bombs,Loyal,6013,2021-12-03 09:27:00,0.573,0.726,5,-4.63,0,0.0357,0.0275,0.0,0.171,0.5,102.959,33E4cAJlQA7QK8gwHtB5qx,4,Loyal,0rKV0ZTVr5JrBniAEOqktI
12594,Cassetter,Introspection (Fury Weekend Remix) - Instrumental,217500,2021-12-03 09:57:00,0.589,0.964,1,-2.076,1,0.0789,0.0001,0.29,0.0531,0.831,112.027,2iZARK0Y70oZnjZhaJDaiN,4,Introspection (feat. d.notive) [Fury Weekend Remix],4BE02AHG9S1KbyzBNmakjd
12596,The Night Game,I Feel Like Dancing,28785,2021-12-03 10:16:00,0.459,0.755,1,-4.488,1,0.121,0.0293,0.000482,0.105,0.743,92.76,7HSZJHUReGXHWQca9sxet7,4,Dog Years,5C33QGKq6Xy9FKCAFdV7Po
12599,The Midnight,Days of Thunder,324018,2021-12-03 14:19:00,0.47,0.834,0,-9.157,0,0.0368,6.54e-05,0.00102,0.372,0.189,162.922,6tJPdGKrbAeyhkkhn44RHR,4,Days of Thunder,54xM746igJkdPJenRhW1za
